,year,gender,course,intake,enrolment,graduates,IHL_type
469,2016,Overall,Health Sciences,2537,7806,2556,Polytechnic
470,2016,Overall,Humanities & Social Sciences,342,1020,353,Polytechnic
471,2016,Overall,Information Technology,2769,9198,3305,Polytechnic
472,2016,Overall,Law,101,357,126,Polytechnic
473,2016,Overall,Mass Communication,618,1920,701,Polytechnic
474,2016,Overall,Natural & Mathematical Sciences,1296,4302,1457,Polytechnic
475,2016,Overall,Services,1071,3482,1239,Polytechnic
476,2017,Female,Applied Arts,1147,3128,1000,Polytechnic
477,2017,Female,"Architecture, Building & Real Estate",390,1129,441,Polytechnic
478,2017,Female,Business & Administration,2931,8836,3384,Polytechnic
479,2017,Female,Education,650,1503,307,Polytechnic
480,2017,Female,Engineering Sciences,1481,4518,1572,Polytechnic
481,2017,Female,Health Sciences,1933,5807,1771,Polytechnic
482,2017,Female,Humanities & Social Sciences,298,792,257,Polytechnic
483,2017,Female,Information Technology,889,2889,1099,Polytechnic
484,2017,Female,Law,64,208,72,Polytechnic
485,2017,Female,Mass Communication,475,1368,523,Polytechnic
486,2017,Female,Natural & Mathematical Sciences,778,2400,955,Polytechnic
487,2017,Female,Services,500,1559,547,Polytechnic
488,2017,Overall,Applied Arts,1885,5291,1682,Polytechnic
489,2017,Overall,"Architecture, Building & Real Estate",714,1979,736,Polytechnic
490,2017,Overall,Business & Administration,4834,14453,5416,Polytechnic
491,2017,Overall,Education,709,1618,320,Polytechnic
492,2017,Overall,Engineering Sciences,6938,21019,6615,Polytechnic
493,2017,Overall,Health Sciences,2567,7798,2467,Polytechnic
494,2017,Overall,Humanities & Social Sciences,391,1048,347,Polytechnic
495,2017,Overall,Information Technology,2909,8766,3089,Polytechnic
496,2017,Overall,Law,97,330,120,Polytechnic
497,2017,Overall,Mass Communication,642,1842,697,Polytechnic
498,2017,Overall,Natural & Mathematical Sciences,1304,3982,1529,Polytechnic
499,2017,Overall,Services,1074,3310,1192,Polytechnic
500,2018,Female,Applied Arts,1111,3215,941,Polytechnic
501,2018,Female,"Architecture, Building & Real Estate",382,1104,370,Polytechnic
502,2018,Female,Business & Administration,2811,8546,3006,Polytechnic
503,2018,Female,Education,660,1843,312,Polytechnic
504,2018,Female,Engineering Sciences,1473,4328,1543,Polytechnic
505,2018,Female,Health Sciences,2093,5909,1895,Polytechnic
506,2018,Female,Humanities & Social Sciences,268,809,233,Polytechnic
507,2018,Female,Information Technology,817,2608,996,Polytechnic
508,2018,Female,Law,70,197,76,Polytechnic
509,2018,Female,Mass Communication,500,1420,437,Polytechnic
510,2018,Female,Natural & Mathematical Sciences,773,2308,825,Polytechnic
511,2018,Female,Services,436,1436,541,Polytechnic
512,2018,Overall,Applied Arts,1894,5424,1610,Polytechnic
513,2018,Overall,"Architecture, Building & Real Estate",724,2007,614,Polytechnic
514,2018,Overall,Business & Administration,4642,14164,4784,Polytechnic
515,2018,Overall,Education,717,1989,332,Polytechnic
516,2018,Overall,Engineering Sciences,6868,20645,6540,Polytechnic
517,2018,Overall,Health Sciences,2758,7856,2565,Polytechnic
518,2018,Overall,Humanities & Social Sciences,352,1071,310,Polytechnic
519,2018,Overall,Information Technology,2820,8538,2747,Polytechnic
520,2018,Overall,Law,104,301,124,Polytechnic
521,2018,Overall,Mass Communication,675,1917,582,Polytechnic
522,2018,Overall,Natural & Mathematical Sciences,1232,3794,1353,Polytechnic
523,2018,Overall,Services,1083,3279,1053,Polytechnic
524,2019,Female,Applied Arts,1084,3290,934,Polytechnic
525,2019,Female,"Architecture, Building & Real Estate",326,1052,337,Polytechnic
526,2019,Female,Business & Administration,2659,8359,2733,Polytechnic
527,2019,Female,Education,660,1951,522,Polytechnic
528,2019,Female,Engineering Sciences,1409,4316,1271,Polytechnic
529,2019,Female,Health Sciences,1901,5904,1834,Polytechnic
530,2019,Female,Humanities & Social Sciences,258,816,242,Polytechnic
531,2019,Female,Information Technology,730,2412,843,Polytechnic
532,2019,Female,Law,69,200,61,Polytechnic
533,2019,Female,Mass Communication,437,1396,447,Polytechnic
534,2019,Female,Natural & Mathematical Sciences,691,2200,743,Polytechnic
535,2019,Female,Services,375,1312,469,Polytechnic
536,2019,Overall,Applied Arts,1776,5489,1580,Polytechnic
537,2019,Overall,"Architecture, Building & Real Estate",634,1991,579,Polytechnic
538,2019,Overall,Business & Administration,4288,13791,4489,Polytechnic
539,2019,Overall,Education,717,2116,555,Polytechnic
540,2019,Overall,Engineering Sciences,6362,20168,6061,Polytechnic
541,2019,Overall,Health Sciences,2592,7892,2430,Polytechnic
542,2019,Overall,Humanities & Social Sciences,324,1058,325,Polytechnic
543,2019,Overall,Information Technology,2651,8339,2548,Polytechnic
544,2019,Overall,Law,105,304,96,Polytechnic
545,2019,Overall,Mass Communication,590,1886,601,Polytechnic
546,2019,Overall,Natural & Mathematical Sciences,1136,3623,1218,Polytechnic
547,2019,Overall,Services,896,3076,1050,Polytechnic
548,2020,Female,Applied Arts,1049,3199,1059,Polytechnic
549,2020,Female,"Architecture, Building & Real Estate",329,988,350,Polytechnic
550,2020,Female,Business & Administration,2521,7975,2785,Polytechnic
551,2020,Female,Education,663,2001,661,Polytechnic
552,2020,Female,Engineering Sciences,1224,4220,1363,Polytechnic
553,2020,Female,Health Sciences,1842,5888,1789,Polytechnic
554,2020,Female,Humanities & Social Sciences,228,698,259,Polytechnic
555,2020,Female,Information Technology,637,2173,802,Polytechnic
556,2020,Female,Law,60,210,62,Polytechnic
557,2020,Female,Mass Communication,415,1334,461,Polytechnic
558,2020,Female,Natural & Mathematical Sciences,669,1947,730,Polytechnic
559,2020,Female,Services,375,1222,482,Polytechnic
560,2020,Overall,Applied Arts,1711,5312,1729,Polytechnic
561,2020,Overall,"Architecture, Building & Real Estate",624,1892,633,Polytechnic
562,2020,Overall,Business & Administration,4156,13124,4603,Polytechnic
563,2020,Overall,Education,713,2164,713,Polytechnic
564,2020,Overall,Engineering Sciences,5919,19531,6327,Polytechnic
565,2020,Overall,Health Sciences,2516,7919,2375,Polytechnic
566,2020,Overall,Humanities & Social Sciences,298,909,348,Polytechnic
567,2020,Overall,Information Technology,2520,7997,2610,Polytechnic
568,2020,Overall,Law,108,328,93,Polytechnic
569,2020,Overall,Mass Communication,549,1792,620,Polytechnic
570,2020,Overall,Natural & Mathematical Sciences,1109,3037,1201,Polytechnic
571,2020,Overall,Services,791,2928,1008,Polytechnic
572,2021,Female,Applied Arts,1132,3243,1029,Polytechnic
573,2021,Female,"Architecture, Building & Real Estate",342,981,329,Polytechnic
574,2021,Female,Business & Administration,2301,7406,2755,Polytechnic
575,2021,Female,Education,685,2006,665,Polytechnic
576,2021,Female,Engineering Sciences,1281,3881,1370,Polytechnic
577,2021,Female,Health Sciences,1709,5517,2052,Polytechnic
578,2021,Female,Humanities & Social Sciences,246,713,223,Polytechnic
579,2021,Female,Information Technology,662,2010,768,Polytechnic
580,2021,Female,Law,70,236,61,Polytechnic
581,2021,Female,Mass Communication,299,1142,479,Polytechnic
582,2021,Female,Natural & Mathematical Sciences,676,1987,731,Polytechnic
583,2021,Female,Services,327,1145,421,Polytechnic
584,2021,Overall,Applied Arts,1791,5240,1746,Polytechnic
585,2021,Overall,"Architecture, Building & Real Estate",678,1897,628,Polytechnic
586,2021,Overall,Business & Administration,3911,12333,4514,Polytechnic
587,2021,Overall,Education,728,2154,722,Polytechnic
588,2021,Overall,Engineering Sciences,5657,18053,6276,Polytechnic
589,2021,Overall,Health Sciences,2396,7580,2669,Polytechnic
590,2021,Overall,Humanities & Social Sciences,308,910,297,Polytechnic
591,2021,Overall,Information Technology,2702,7854,2647,Polytechnic
592,2021,Overall,Law,105,379,91,Polytechnic
593,2021,Overall,Mass Communication,406,1535,648,Polytechnic
594,2021,Overall,Natural & Mathematical Sciences,1089,3272,1175,Polytechnic
595,2021,Overall,Services,715,2589,1032,Polytechnic
596,2022,Female,Applied Arts,1129,3300,1013,Polytechnic
597,2022,Female,"Architecture, Building & Real Estate",336,973,313,Polytechnic
598,2022,Female,Business & Administration,2345,7069,2528,Polytechnic
599,2022,Female,Education,640,1964,664,Polytechnic
600,2022,Female,Engineering Sciences,1333,3891,1334,Polytechnic
601,2022,Female,Health Sciences,1640,5388,1829,Polytechnic
602,2022,Female,Humanities & Social Sciences,245,709,238,Polytechnic
603,2022,Female,Information Technology,759,2027,701,Polytechnic
604,2022,Female,Law,62,249,80,Polytechnic
605,2022,Female,Mass Communication,294,989,427,Polytechnic
606,2022,Female,Natural & Mathematical Sciences,639,1750,614,Polytechnic
607,2022,Female,Services,304,1059,381,Polytechnic
608,2022,Overall,Applied Arts,1795,5289,1651,Polytechnic
609,2022,Overall,"Architecture, Building & Real Estate",689,1932,592,Polytechnic
610,2022,Overall,Business & Administration,3851,11797,4085,Polytechnic
611,2022,Overall,Education,694,2112,716,Polytechnic
612,2022,Overall,Engineering Sciences,5783,17593,5883,Polytechnic
613,2022,Overall,Health Sciences,2332,7519,2468,Polytechnic
614,2022,Overall,Humanities & Social Sciences,302,898,301,Polytechnic
615,2022,Overall,Information Technology,2869,7997,2504,Polytechnic
616,2022,Overall,Law,106,408,118,Polytechnic
617,2022,Overall,Mass Communication,401,1339,570,Polytechnic
618,2022,Overall,Natural & Mathematical Sciences,966,2711,963,Polytechnic
619,2022,Overall,Services,673,2296,913,Polytechnic
620,2023,Female,Applied Arts,1239,3435,1005,Polytechnic
621,2023,Female,"Architecture, Building & Real Estate",382,1031,295,Polytechnic
622,2023,Female,Business & Administration,2230,6777,2376,Polytechnic
623,2023,Female,Education,660,1966,625,Polytechnic
624,2023,Female,Engineering Sciences,1355,3929,1161,Polytechnic
625,2023,Female,Health Sciences,1684,5252,1875,Polytechnic
626,2023,Female,Humanities & Social Sciences,227,712,221,Polytechnic
627,2023,Female,Information Technology,866,2242,591,Polytechnic
628,2023,Female,Law,82,267,79,Polytechnic
629,2023,Female,Mass Communication,276,861,393,Polytechnic
630,2023,Female,Natural & Mathematical Sciences,831,1923,560,Polytechnic
631,2023,Female,Services,306,1002,390,Polytechnic
632,2023,Overall,Applied Arts,1892,5404,1625,Polytechnic
633,2023,Overall,"Architecture, Building & Real Estate",695,2043,540,Polytechnic
634,2023,Overall,Business & Administration,3837,11481,3913,Polytechnic
635,2023,Overall,Education,708,2105,674,Polytechnic
636,2023,Overall,Engineering Sciences,5781,17220,5422,Polytechnic
637,2023,Overall,Health Sciences,2373,7403,2522,Polytechnic
638,2023,Overall,Humanities & Social Sciences,303,902,288,Polytechnic
639,2023,Overall,Information Technology,3029,8467,2293,Polytechnic
640,2023,Overall,Law,120,410,140,Polytechnic
641,2023,Overall,Mass Communication,367,1168,518,Polytechnic
642,2023,Overall,Natural & Mathematical Sciences,1220,2912,871,Polytechnic
643,2023,Overall,Services,704,2279,819,Polytechnic
644,2024,Female,Applied Arts,1171,3480,1023,Polytechnic
645,2024,Female,"Architecture, Building & Real Estate",345,1031,309,Polytechnic
646,2024,Female,Business & Administration,2315,6935,2242,Polytechnic
647,2024,Female,Education,674,1976,684,Polytechnic
648,2024,Female,Engineering Sciences,1351,3704,1057,Polytechnic
649,2024,Female,Health Sciences,1579,5250,1670,Polytechnic
650,2024,Female,Humanities & Social Sciences,225,696,228,Polytechnic
651,2024,Female,Information Technology,922,2659,617,Polytechnic
652,2024,Female,Law,91,271,96,Polytechnic
653,2024,Female,Mass Communication,277,868,285,Polytechnic
654,2024,Female,Natural & Mathematical Sciences,832,2159,585,Polytechnic
655,2024,Female,Services,302,906,287,Polytechnic
656,2024,Overall,Applied Arts,1821,5413,1648,Polytechnic
657,2024,Overall,"Architecture, Building & Real Estate",647,2026,619,Polytechnic
658,2024,Overall,Business & Administration,4074,11968,3786,Polytechnic
659,2024,Overall,Education,767,2237,746,Polytechnic
660,2024,Overall,Engineering Sciences,5240,15928,4873,Polytechnic
661,2024,Overall,Health Sciences,2115,7086,2261,Polytechnic
662,2024,Overall,Humanities & Social Sciences,296,896,284,Polytechnic
663,2024,Overall,Information Technology,3164,9575,2532,Polytechnic
664,2024,Overall,Law,126,404,143,Polytechnic
665,2024,Overall,Mass Communication,354,1152,392,Polytechnic
666,2024,Overall,Natural & Mathematical Sciences,1290,3329,940,Polytechnic
667,2024,Overall,Services,771,2271,679,Polytechnic
668,2005,Female,Accountancy,530,1732,495,University
669,2005,Female,"Architecture, Building & Real Estate",175,786,106,University
670,2005,Female,Business & Administration,901,3098,898,University
671,2005,Female,Dentistry,19,67,12,University
672,2005,Female,Engineering Sciences,1170,4868,1200,University
673,2005,Female,Fine & Applied Arts,103,212,11,University
674,2005,Female,Health Sciences,149,352,69,University
675,2005,Female,Humanities & Social Sciences,1644,4799,1249,University
676,2005,Female,Information Technology,280,765,200,University
677,2005,Female,Law,125,498,125,University
678,2005,Female,Mass Communication,130,507,110,University
679,2005,Female,Medicine,103,479,86,University
680,2005,Female,Natural & Mathematical Sciences,1004,3416,769,University
681,2005,Female,Services,38,80,0,University
682,2005,Overall,Accountancy,876,2561,706,University
683,2005,Overall,"Architecture, Building & Real Estate",299,1310,180,University
684,2005,Overall,Business & Administration,1545,5013,1256,University
685,2005,Overall,Dentistry,33,139,34,University
686,2005,Overall,Engineering Sciences,4028,16599,3859,University
687,2005,Overall,Fine & Applied Arts,163,355,22,University
688,2005,Overall,Health Sciences,176,433,85,University
689,2005,Overall,Humanities & Social Sciences,2233,6743,1650,University
690,2005,Overall,Information Technology,773,2356,562,University
691,2005,Overall,Law,220,844,187,University
692,2005,Overall,Mass Communication,172,644,146,University
693,2005,Overall,Medicine,233,1169,209,University
694,2005,Overall,Natural & Mathematical Sciences,1701,5389,1135,University
695,2005,Overall,Services,56,108,0,University
696,2006,Female,Accountancy,557,1819,468,University
697,2006,Female,"Architecture, Building & Real Estate",226,810,193,University
698,2006,Female,Business & Administration,1035,3297,818,University
699,2006,Female,Dentistry,26,78,14,University
700,2006,Female,Engineering Sciences,1025,4694,1137,University
701,2006,Female,Fine & Applied Arts,137,334,13,University
702,2006,Female,Health Sciences,201,489,57,University
703,2006,Female,Humanities & Social Sciences,1813,5282,1298,University
704,2006,Female,Information Technology,185,796,139,University
705,2006,Female,Law,102,463,134,University
706,2006,Female,Mass Communication,153,555,108,University
707,2006,Female,Medicine,119,503,94,University
708,2006,Female,Natural & Mathematical Sciences,1348,3755,955,University
709,2006,Female,Services,36,117,0,University
710,2006,Overall,Accountancy,934,2844,644,University
711,2006,Overall,"Architecture, Building & Real Estate",379,1336,329,University
712,2006,Overall,Business & Administration,1772,5490,1250,University
713,2006,Overall,Dentistry,42,148,32,University
714,2006,Overall,Engineering Sciences,4101,16663,3811,University
715,2006,Overall,Fine & Applied Arts,233,557,24,University
716,2006,Overall,Health Sciences,240,583,81,University
717,2006,Overall,Humanities & Social Sciences,2573,7532,1758,University
718,2006,Overall,Information Technology,728,2505,540,University
719,2006,Overall,Law,238,872,204,University
720,2006,Overall,Mass Communication,180,685,141,University
721,2006,Overall,Medicine,251,1188,229,University
722,2006,Overall,Natural & Mathematical Sciences,1994,5899,1384,University
723,2006,Overall,Services,68,177,0,University
724,2007,Female,Accountancy,625,1914,574,University
725,2007,Female,"Architecture, Building & Real Estate",313,934,177,University
726,2007,Female,Business & Administration,1069,3363,893,University
727,2007,Female,Dentistry,26,89,15,University
728,2007,Female,Engineering Sciences,1192,4553,1258,University
729,2007,Female,Fine & Applied Arts,147,429,41,University
730,2007,Female,Health Sciences,207,617,67,University
731,2007,Female,Humanities & Social Sciences,2056,6176,1123,University
732,2007,Female,Information Technology,249,824,206,University
733,2007,Female,Law,208,547,123,University
734,2007,Female,Mass Communication,136,546,141,University
735,2007,Female,Medicine,116,536,83,University
736,2007,Female,Natural & Mathematical Sciences,1415,4232,869,University
737,2007,Female,Services,48,163,0,University
738,2007,Overall,Accountancy,1000,3074,834,University
739,2007,Overall,"Architecture, Building & Real Estate",453,1479,288,University
740,2007,Overall,Business & Administration,1733,5675,1384,University
741,2007,Overall,Dentistry,42,154,36,University
742,2007,Overall,Engineering Sciences,4064,16042,4366,University
743,2007,Overall,Fine & Applied Arts,242,711,69,University
744,2007,Overall,Health Sciences,259,745,86,University
745,2007,Overall,Humanities & Social Sciences,2812,8667,1607,University
746,2007,Overall,Information Technology,776,2660,573,University
747,2007,Overall,Law,332,1004,207,University
748,2007,Overall,Mass Communication,182,693,169,University
749,2007,Overall,Medicine,250,1207,227,University
750,2007,Overall,Natural & Mathematical Sciences,2137,6605,1325,University
751,2007,Overall,Services,71,246,0,University
752,2008,Female,Accountancy,638,1910,536,University
753,2008,Female,"Architecture, Building & Real Estate",272,952,232,University
754,2008,Female,Business & Administration,943,3423,959,University
755,2008,Female,Dentistry,21,93,17,University
756,2008,Female,Engineering Sciences,1064,4102,1254,University
757,2008,Female,Fine & Applied Arts,129,503,50,University
758,2008,Female,Health Sciences,185,712,77,University
759,2008,Female,Humanities & Social Sciences,1971,6783,1312,University
760,2008,Female,Information Technology,307,1021,275,University
761,2008,Female,Law,221,649,115,University
762,2008,Female,Mass Communication,133,543,132,University
763,2008,Female,Medicine,127,566,96,University
764,2008,Female,Natural & Mathematical Sciences,1333,4651,856,University
765,2008,Female,Services,36,157,43,University
766,2008,Overall,Accountancy,1055,3139,831,University
767,2008,Overall,"Architecture, Building & Real Estate",452,1530,368,University
768,2008,Overall,Business & Administration,1536,5848,1462,University
769,2008,Overall,Dentistry,44,163,35,University
770,2008,Overall,Engineering Sciences,3598,14368,3887,University
771,2008,Overall,Fine & Applied Arts,236,845,81,University
772,2008,Overall,Health Sciences,247,888,87,University
773,2008,Overall,Humanities & Social Sciences,2823,9609,1817,University
774,2008,Overall,Information Technology,1033,3781,900,University
775,2008,Overall,Law,356,1143,209,University
776,2008,Overall,Mass Communication,169,688,164,University
777,2008,Overall,Medicine,260,1236,227,University
778,2008,Overall,Natural & Mathematical Sciences,2261,7413,1347,University
779,2008,Overall,Services,65,253,57,University
780,2009,Female,Accountancy,663,2059,595,University
781,2009,Female,"Architecture, Building & Real Estate",254,1027,163,University
782,2009,Female,Business & Administration,824,3270,855,University
783,2009,Female,Dentistry,29,103,19,University
784,2009,Female,Engineering Sciences,1278,4218,1117,University
785,2009,Female,Fine & Applied Arts,148,548,88,University
786,2009,Female,Health Sciences,204,800,107,University
787,2009,Female,Humanities & Social Sciences,2138,7272,1606,University
788,2009,Female,Information Technology,320,1132,175,University
789,2009,Female,Law,186,711,118,University
790,2009,Female,Mass Communication,102,516,128,University
791,2009,Female,Medicine,126,596,97,University
792,2009,Female,Natural & Mathematical Sciences,1382,4932,1040,University
793,2009,Female,Services,40,160,36,University
794,2009,Overall,Accountancy,1142,3471,937,University
795,2009,Overall,"Architecture, Building & Real Estate",434,1659,283,University
796,2009,Overall,Business & Administration,1519,5709,1482,University
797,2009,Overall,Dentistry,48,180,31,University
798,2009,Overall,Engineering Sciences,4199,14522,3870,University
799,2009,Overall,Fine & Applied Arts,269,957,135,University
800,2009,Overall,Health Sciences,295,1042,129,University
801,2009,Overall,Humanities & Social Sciences,3082,10434,2179,University
802,2009,Overall,Information Technology,991,3975,616,University
803,2009,Overall,Law,383,1321,207,University
804,2009,Overall,Mass Communication,168,692,164,University
805,2009,Overall,Medicine,260,1278,219,University
806,2009,Overall,Natural & Mathematical Sciences,2413,8076,1646,University
807,2009,Overall,Services,61,263,49,University
808,2010,Female,Accountancy,689,2159,553,University
809,2010,Female,"Architecture, Building & Real Estate",280,1117,173,University
810,2010,Female,Business & Administration,901,3287,856,University
811,2010,Female,Dentistry,31,108,25,University
812,2010,Female,Engineering Sciences,1144,4498,946,University
813,2010,Female,Fine & Applied Arts,186,607,121,University
814,2010,Female,Health Sciences,189,783,196,University
815,2010,Female,Humanities & Social Sciences,1807,7424,1645,University
816,2010,Female,Information Technology,276,1068,162,University
817,2010,Female,Law,175,783,89,University
818,2010,Female,Mass Communication,122,490,147,University
819,2010,Female,Medicine,121,620,94,University
820,2010,Female,Natural & Mathematical Sciences,1297,4949,1172,University
821,2010,Female,Services,236,363,35,University
822,2010,Overall,Accountancy,1169,3645,933,University
823,2010,Overall,"Architecture, Building & Real Estate",426,1786,263,University
824,2010,Overall,Business & Administration,1607,5763,1514,University
825,2010,Overall,Dentistry,48,184,41,University
826,2010,Overall,Engineering Sciences,4080,15387,3786,University
827,2010,Overall,Fine & Applied Arts,345,1080,205,University
828,2010,Overall,Health Sciences,276,1064,235,University
829,2010,Overall,Humanities & Social Sciences,2691,10743,2381,University
830,2010,Overall,Information Technology,939,3355,631,University
831,2010,Overall,Law,350,1423,227,University
832,2010,Overall,Mass Communication,164,675,177,University
833,2010,Overall,Medicine,260,1305,228,University
834,2010,Overall,Natural & Mathematical Sciences,2232,8361,1766,University
835,2010,Overall,Services,322,524,64,University
836,2011,Female,Accountancy,618,2244,507,University
837,2011,Female,"Architecture, Building & Real Estate",315,1163,247,University
838,2011,Female,Business & Administration,910,3237,944,University
839,2011,Female,Dentistry,29,111,26,University
840,2011,Female,Education,293,1301,303,University
841,2011,Female,Engineering Sciences,1241,4598,1119,University
842,2011,Female,Fine & Applied Arts,180,640,132,University
843,2011,Female,Health Sciences,264,820,213,University
844,2011,Female,Humanities & Social Sciences,1660,6447,1772,University
845,2011,Female,Information Technology,364,1178,195,University
846,2011,Female,Law,172,742,208,University
847,2011,Female,Mass Communication,135,490,133,University
848,2011,Female,Medicine,148,647,119,University
849,2011,Female,Natural & Mathematical Sciences,1335,4482,1217,University
850,2011,Female,Services,269,575,50,University
851,2011,Overall,Accountancy,1100,3871,839,University
852,2011,Overall,"Architecture, Building & Real Estate",475,1857,368,University
853,2011,Overall,Business & Administration,1637,5780,1577,University
854,2011,Overall,Dentistry,48,190,42,University
855,2011,Overall,Education,397,1752,406,University
856,2011,Overall,Engineering Sciences,4248,15624,3891,University
857,2011,Overall,Fine & Applied Arts,347,1179,216,University
858,2011,Overall,Health Sciences,347,1139,255,University
859,2011,Overall,Humanities & Social Sciences,2453,9689,2480,University
860,2011,Overall,Information Technology,1057,3643,583,University
861,2011,Overall,Law,364,1448,329,University
862,2011,Overall,Mass Communication,174,673,174,University
863,2011,Overall,Medicine,280,1328,255,University
864,2011,Overall,Natural & Mathematical Sciences,2252,7822,1836,University
865,2011,Overall,Services,387,827,74,University
866,2012,Female,Accountancy,682,2316,589,University
867,2012,Female,"Architecture, Building & Real Estate",216,1119,241,University
868,2012,Female,Business & Administration,989,3368,825,University
869,2012,Female,Dentistry,30,120,21,University
870,2012,Female,Education,344,1130,503,University
871,2012,Female,Engineering Sciences,1344,4785,1119,University
872,2012,Female,Fine & Applied Arts,270,761,149,University
873,2012,Female,Health Sciences,359,948,218,University
874,2012,Female,Humanities & Social Sciences,1758,6760,1494,University
875,2012,Female,Information Technology,354,1236,280,University
876,2012,Female,Law,191,717,207,University
877,2012,Female,Mass Communication,143,494,133,University
878,2012,Female,Medicine,157,679,123,University
879,2012,Female,Natural & Mathematical Sciences,1382,4625,1074,University
880,2012,Female,Services,221,702,135,University
881,2012,Overall,Accountancy,1213,4001,1036,University
882,2012,Overall,"Architecture, Building & Real Estate",395,1829,396,University
883,2012,Overall,Business & Administration,1732,6073,1397,University
884,2012,Overall,Dentistry,53,201,42,University
885,2012,Overall,Education,417,1538,614,University
886,2012,Overall,Engineering Sciences,4436,16185,3727,University
887,2012,Overall,Fine & Applied Arts,436,1347,257,University
888,2012,Overall,Health Sciences,447,1293,279,University
889,2012,Overall,Humanities & Social Sciences,2596,10087,2231,University
890,2012,Overall,Information Technology,1028,3853,764,University
891,2012,Overall,Law,374,1474,347,University
892,2012,Overall,Mass Communication,180,678,170,University
893,2012,Overall,Medicine,300,1374,252,University
894,2012,Overall,Natural & Mathematical Sciences,2244,7883,1911,University
895,2012,Overall,Services,348,1047,189,University
896,2013,Female,Accountancy,679,2274,688,University
897,2013,Female,"Architecture, Building & Real Estate",222,1123,258,University
898,2013,Female,Business & Administration,977,3406,897,University
899,2013,Female,Dentistry,31,124,27,University
900,2013,Female,Education,246,975,402,University
901,2013,Female,Engineering Sciences,1482,4893,1242,University
902,2013,Female,Fine & Applied Arts,271,864,152,University
903,2013,Female,Health Sciences,404,1054,296,University
904,2013,Female,Humanities & Social Sciences,2132,7095,1766,University
905,2013,Female,Information Technology,351,1321,251,University
906,2013,Female,Law,208,736,179,University
907,2013,Female,Mass Communication,135,529,100,University
908,2013,Female,Medicine,189,744,124,University
909,2013,Female,Natural & Mathematical Sciences,1430,4715,1257,University
910,2013,Female,Services,178,551,345,University
911,2013,Overall,Accountancy,1185,4042,1087,University
912,2013,Overall,"Architecture, Building & Real Estate",404,1883,401,University
913,2013,Overall,Business & Administration,1780,6188,1590,University
914,2013,Overall,Dentistry,54,207,48,University
915,2013,Overall,Education,314,1282,565,University
916,2013,Overall,Engineering Sciences,4733,16187,4312,University
917,2013,Overall,Fine & Applied Arts,471,1492,290,University
918,2013,Overall,Health Sciences,541,1441,391,University
919,2013,Overall,Humanities & Social Sciences,3186,10645,2584,University
920,2013,Overall,Information Technology,1086,4058,824,University
921,2013,Overall,Law,403,1491,368,University
922,2013,Overall,Mass Communication,186,702,162,University
923,2013,Overall,Medicine,354,1469,258,University
924,2013,Overall,Natural & Mathematical Sciences,2237,7855,2127,University
925,2013,Overall,Services,317,922,481,University
926,2014,Female,Accountancy,860,2456,649,University
927,2014,Female,"Architecture, Building & Real Estate",314,1213,258,University
928,2014,Female,Business & Administration,1065,3597,846,University
929,2014,Female,Dentistry,38,132,30,University
930,2014,Female,Education,233,813,388,University
931,2014,Female,Engineering Sciences,1441,5050,1174,University
932,2014,Female,Fine & Applied Arts,304,937,229,University
933,2014,Female,Health Sciences,379,1076,309,University
934,2014,Female,Humanities & Social Sciences,2107,7535,1619,University
935,2014,Female,Information Technology,343,1343,289,University
936,2014,Female,Law,170,715,176,University
937,2014,Female,Mass Communication,139,555,114,University
938,2014,Female,Medicine,182,801,127,University
939,2014,Female,Natural & Mathematical Sciences,1357,4922,1103,University
940,2014,Female,Services,69,393,219,University
941,2014,Overall,Accountancy,1515,4368,1122,University
942,2014,Overall,"Architecture, Building & Real Estate",470,1990,404,University
943,2014,Overall,Business & Administration,1902,6577,1477,University
944,2014,Overall,Dentistry,54,216,45,University
945,2014,Overall,Education,301,1065,508,University
946,2014,Overall,Engineering Sciences,4938,16606,4221,University
947,2014,Overall,Fine & Applied Arts,491,1578,394,University
948,2014,Overall,Health Sciences,544,1498,433,University
949,2014,Overall,Humanities & Social Sciences,3129,11291,2422,University
950,2014,Overall,Information Technology,1166,4152,997,University
951,2014,Overall,Law,397,1514,356,University
952,2014,Overall,Mass Communication,185,729,158,University
953,2014,Overall,Medicine,379,1585,261,University
954,2014,Overall,Natural & Mathematical Sciences,2276,8145,1889,University
955,2014,Overall,Services,123,679,354,University
956,2015,Female,Accountancy,830,2684,556,University
957,2015,Female,"Architecture, Building & Real Estate",262,1189,351,University
958,2015,Female,Business & Administration,1272,4027,848,University
959,2015,Female,Dentistry,34,134,32,University
960,2015,Female,Education,247,751,305,University
961,2015,Female,Engineering Sciences,1429,4970,1296,University
962,2015,Female,Fine & Applied Arts,244,934,233,University
963,2015,Female,Health Sciences,417,1126,353,University
964,2015,Female,Humanities & Social Sciences,2158,8054,1450,University
965,2015,Female,Information Technology,389,1492,377,University
966,2015,Female,Law,171,706,168,University
967,2015,Female,Mass Communication,181,602,130,University
968,2015,Female,Medicine,176,859,115,University
969,2015,Female,Natural & Mathematical Sciences,1288,4989,1145,University
970,2015,Female,Services,94,373,188,University
971,2015,Overall,Accountancy,1470,4723,1036,University
972,2015,Overall,"Architecture, Building & Real Estate",419,1973,539,University
973,2015,Overall,Business & Administration,2120,7138,1619,University
974,2015,Overall,Dentistry,54,219,51,University
975,2015,Overall,Education,294,955,401,University
